27,51,0,-73,21,47,64,-88,84,70,-43,96,75,-34,97,-37,-22,-49,67,79
81,77,-85,-24,-57,73,-58,56,79,14,34,-53,56,-14,26,76,-84,52,-17,-37
51,-97,88,95,79,-97,-60,-97,44,38,-84,5,-54,-4,64,-78,-73,88,-28,40
-37,-31,25,-74,-59,96,74,-63,94,-58,-20,-27,53,-77,-65,-71,17,37,-60,86
80,85,-83,-26,-53,71,-56,51,80,11,36,-48,56,-16,29,72,-89,61,-16,-38
-43,-36,19,-80,-63,87,70,-75,95,-64,-26,-28,43,-85,-64,-80,10,40,-74,82
-63,-21,23,-65,-28,27,-62,-37,-65,-39,28,-6,-66,-37,94,-89,-14,50,-89,94
-42,-32,21,-78,-62,93,72,-68,87,-59,-23,-27,49,-81,-64,-77,10,38,-67,84
55,-99,99,89,81,-92,-56,-100,42,39,-80,4,-56,0,67,-78,-68,87,-28,46
24,55,0,-67,20,45,63,-91,90,68,-43,96,79,-33,95,-31,-29,-48,67,78
-66,-24,24,-63,-35,24,-58,-40,-60,-37,22,-9,-68,-41,91,-93,-17,49,-91,92
-40,-39,22,-80,-69,92,69,-69,88,-71,-26,-26,46,-81,-65,-77,10,33,-68,82
79,79,-85,-23,-54,73,-56,58,79,13,35,-52,57,-13,25,74,-88,58,-19,-38
-68,-27,26,-63,-32,24,-57,-35,-64,-35,18,-9,-67,-39,95,-92,-12,51,-87,89
73,77,-84,-19,-58,72,-54,54,85,12,38,-53,55,-11,25,78,-84,59,-20,-36
79,77,-87,-22,-60,74,-52,52,77,11,36,-51,55,-17,23,74,-93,55,-14,-37
-63,-27,21,-64,-33,23,-59,-41,-59,-41,22,-11,-65,-37,93,-99,-9,49,-86,90
24,53,-1,-73,21,36,67,-97,85,64,-44,92,75,-32,90,-34,-21,-52,62,77
77,81,-81,-25,-56,70,-59,54,76,13,35,-47,59,-18,27,72,-84,54,-16,-39
78,78,-79,-25,-55,73,-55,56,81,12,40,-51,56,-11,28,73,-84,57,-13,-37
-60,-26,25,-64,-30,26,-58,-35,-64,-45,32,-14,-64,-39,94,-87,-11,49,-88,93
80,73,-88,-22,-57,70,-53,53,76,8,32,-53,53,-17,22,72,-94,56,-20,-35
-66,-31,24,-65,-33,23,-61,-36,-62,-43,22,-11,-63,-43,95,-92,-14,50,-87,89
-65,-23,20,-62,-32,22,-59,-38,-62,-40,25,-14,-63,-37,90,-90,-15,55,-90,95
-40,-29,19,-84,-60,85,74,-70,95,-63,-23,-22,43,-86,-63,-80,13,37,-71,81
-63,-26,23,-63,-28,24,-56,-34,-62,-37,22,-12,-61,-38,92,-89,-10,55,-87,93
-37,-29,22,-75,-61,93,72,-60,93,-63,-22,-19,50,-77,-66,-72,20,38,-62,93
-61,-31,23,-70,-31,28,-62,-40,-64,-42,27,-15,-67,-45,87,-90,-19,46,-95,93
53,-95,94,99,78,-94,-57,-96,47,34,-81,14,-60,-2,69,-82,-63,88,-24,45
83,79,-83,-24,-53,74,-54,57,82,12,33,-49,64,-16,23,79,-91,59,-13,-39
56,-98,93,98,78,-90,-61,-93,45,37,-77,9,-56,0,67,-77,-67,89,-26,47
-42,-32,20,-83,-58,89,69,-64,89,-65,-16,-30,54,-82,-68,-72,12,40,-68,88
-56,-21,24,-65,-25,33,-58,-33,-62,-36,29,-10,-57,-36,103,-92,-6,50,-82,95
54,-91,93,95,77,-89,-63,-98,48,34,-81,7,-54,0,63,-78,-71,88,-29,45
55,-103,93,99,75,-91,-63,-102,49,36,-82,10,-59,-2,65,-78,-75,90,-31,43
-61,-27,21,-63,-33,27,-53,-42,-66,-43,31,-13,-58,-44,97,-91,-11,49,-89,92
72,78,-87,-28,-58,67,-60,57,76,11,35,-54,57,-12,18,68,-82,52,-16,-40
79,78,-84,-22,-54,70,-53,56,81,10,39,-47,55,-16,28,74,-87,60,-16,-37
-41,-34,19,-82,-64,89,70,-64,95,-68,-22,-28,47,-82,-62,-76,14,38,-69,86
-65,-33,16,-63,-31,25,-57,-40,-67,-40,25,-13,-59,-43,94,-85,-11,49,-90,93
24,54,-3,-75,24,38,59,-91,82,71,-41,94,76,-32,94,-36,-26,-51,72,70
80,75,-79,-24,-56,75,-55,68,81,16,41,-46,55,-9,26,80,-92,61,-17,-37
-41,-36,16,-80,-59,91,71,-66,93,-65,-23,-25,52,-77,-70,-76,15,39,-69,91
78,79,-76,-23,-53,76,-53,52,80,11,36,-47,61,-18,30,74,-87,60,-14,-42
-62,-23,26,-68,-31,23,-58,-40,-61,-39,22,-13,-66,-44,93,-99,-13,48,-91,94
-37,-30,27,-81,-57,93,78,-64,96,-59,-21,-21,53,-82,-62,-75,19,39,-66,88
79,78,-84,-26,-55,68,-58,57,80,14,37,-45,52,-18,27,76,-93,63,-19,-37
-39,-30,25,-77,-58,93,74,-68,98,-60,-19,-24,53,-78,-60,-75,17,41,-67,90
21,49,-6,-69,12,44,62,-96,92,60,-44,98,71,-36,93,-33,-27,-49,69,78
58,-93,92,94,85,-90,-60,-94,43,34,-80,7,-58,0,69,-77,-67,81,-24,47
-36,-31,21,-81,-61,91,74,-64,97,-67,-20,-22,52,-77,-65,-76,18,37,-67,95
81,79,-80,-18,-54,79,-54,55,80,18,37,-49,57,-13,29,78,-85,60,-19,-33
25,51,-7,-71,17,41,61,-99,83,64,-45,94,75,-32,89,-32,-27,-51,64,79
