0.15038, 0, 25.65, 0, 0.581, 5.856, 97, 1.9444, 2, 188, 19.1, 370.31, 25.41, 17.3, 
0.09849, 0, 25.65, 0, 0.581, 5.879, 95.8, 2.0063, 2, 188, 19.1, 379.38, 17.58, 18.8, 
0.38735, 0, 25.65, 0, 0.581, 5.613, 95.6, 1.7572, 2, 188, 19.1, 359.29, 27.26, 15.7, 
0.25915, 0, 21.89, 0, 0.624, 5.693, 96, 1.7883, 4, 437, 21.2, 392.11, 17.19, 16.2, 
0.32543, 0, 21.89, 0, 0.624, 6.431, 98.8, 1.8125, 4, 437, 21.2, 396.9, 15.39, 18, 
0.88125, 0, 21.89, 0, 0.624, 5.637, 94.7, 1.9799, 4, 437, 21.2, 396.9, 18.34, 14.3, 
1.19294, 0, 21.89, 0, 0.624, 6.326, 97.7, 2.271, 4, 437, 21.2, 396.9, 12.26, 19.6, 
0.59005, 0, 21.89, 0, 0.624, 6.372, 97.9, 2.3274, 4, 437, 21.2, 385.76, 11.12, 23, 
0.32982, 0, 21.89, 0, 0.624, 5.822, 95.4, 2.4699, 4, 437, 21.2, 388.69, 15.03, 18.4, 
0.97617, 0, 21.89, 0, 0.624, 5.757, 98.4, 2.346, 4, 437, 21.2, 262.76, 17.31, 15.6, 
0.55778, 0, 21.89, 0, 0.624, 6.335, 98.2, 2.1107, 4, 437, 21.2, 394.67, 16.96, 18.1, 
0.2498, 0, 21.89, 0, 0.624, 5.857, 98.2, 1.6686, 4, 437, 21.2, 392.04, 21.32, 13.3, 
0.54452, 0, 21.89, 0, 0.624, 6.151, 97.9, 1.6687, 4, 437, 21.2, 396.9, 18.46, 17.8, 
0.2909, 0, 21.89, 0, 0.624, 6.174, 93.6, 1.6119, 4, 437, 21.2, 388.08, 24.16, 14, 
1.62864, 0, 21.89, 0, 0.624, 5.019, 100, 1.4394, 4, 437, 21.2, 396.9, 34.41, 14.4, 
4.0974, 0, 19.58, 0, 0.871, 5.468, 100, 1.4118, 5, 403, 14.7, 396.9, 26.42, 15.6, 
2.77974, 0, 19.58, 0, 0.871, 4.903, 97.8, 1.3459, 5, 403, 14.7, 396.9, 29.29, 11.8, 
2.37934, 0, 19.58, 0, 0.871, 6.13, 100, 1.4191, 5, 403, 14.7, 172.91, 27.8, 13.8, 
2.36862, 0, 19.58, 0, 0.871, 4.926, 95.7, 1.4608, 5, 403, 14.7, 391.71, 29.53, 14.6, 
