6.43428e-02,7.70454e-02,8.51528e-02
5.70088e-02,7.34915e-02,7.50666e-02
4.49110e-02,5.17591e-02,5.40278e-02
2.85657e-02,4.61519e-02,4.61628e-02
3.24037e-02,3.50428e-02,4.93660e-02
4.54863e-02,5.52449e-02,6.97424e-02
8.72640e-02,9.44828e-02,9.64158e-02
3.63456e-02,3.98372e-02,4.04599e-02
7.78203e-02,9.70309e-02,1.09772e-01
6.82642e-02,7.57034e-02,7.57628e-02
5.74021e-02,6.06712e-02,6.54141e-02
3.69459e-02,3.83667e-02,4.79479e-02
5.76108e-02,5.78619e-02,5.97495e-02
2.64575e-02,4.07554e-02,4.62601e-02
4.28369e-02,5.43691e-02,5.80689e-02
5.30189e-02,6.44205e-02,7.39865e-02
5.62139e-02,8.84929e-02,1.05295e-01
6.50077e-02,7.01356e-02,7.22911e-02
8.04487e-02,8.72410e-02,8.80738e-02
4.14970e-02,4.16533e-02,5.07149e-02
4.87032e-02,5.93043e-02,6.19355e-02
4.44860e-02,5.81292e-02,6.49769e-02
5.53353e-02,5.74543e-02,5.78100e-02
5.03786e-02,5.66304e-02,5.84380e-02
4.50555e-02,4.76130e-02,5.46535e-02
4.78957e-02,5.51090e-02,5.69825e-02
2.39792e-02,3.27872e-02,4.86929e-02
4.26028e-02,4.59565e-02,5.73236e-02
5.21440e-02,6.26977e-02,6.93397e-02
5.40648e-02,5.56776e-02,6.52840e-02
4.37607e-02,5.44610e-02,6.62722e-02
8.08826e-02,1.21700e-01,1.38633e-01
1.36015e-02,3.60555e-02,4.31741e-02
1.54272e-02,5.06853e-02,5.78619e-02
8.07465e-02,8.48764e-02,8.53405e-02
3.49857e-02,4.26146e-02,5.19134e-02
7.32871e-02,7.49533e-02,7.63086e-02
4.25676e-02,7.36003e-02,7.51199e-02
4.87134e-02,5.24023e-02,5.44151e-02
5.98415e-02,6.90507e-02,7.29315e-02
6.98069e-02,7.00500e-02,7.09577e-02
3.69053e-02,3.75899e-02,4.58585e-02
2.63439e-02,2.88097e-02,3.61663e-02
8.99166e-02,9.14276e-02,9.18586e-02
3.97995e-02,4.53211e-02,4.66262e-02
3.37935e-02,3.50856e-02,3.91280e-02
7.52861e-02,8.01561e-02,9.02441e-02
6.06135e-02,7.93347e-02,8.41843e-02
6.61060e-02,8.65794e-02,8.97998e-02
4.88057e-02,5.26878e-02,6.17819e-02
2.54165e-02,4.00125e-02,4.22611e-02
5.25738e-02,5.53082e-02,5.62406e-02
7.66616e-02,7.67203e-02,8.51058e-02
3.12730e-02,5.27636e-02,5.45161e-02
4.49110e-02,6.28490e-02,6.83228e-02
1.05929e-01,1.05958e-01,1.08743e-01
4.12674e-02,6.30714e-02,6.83228e-02
4.53542e-02,4.62277e-02,6.08687e-02
5.08626e-02,5.49272e-02,6.39531e-02
2.76405e-02,5.12445e-02,5.20961e-02
2.68887e-02,4.45084e-02,4.78539e-02
6.24820e-02,6.56506e-02,6.85274e-02
3.47275e-02,5.26688e-02,5.58301e-02
6.33561e-02,7.10915e-02,7.77303e-02
3.81838e-02,5.79741e-02,6.00417e-02
5.48361e-02,7.57892e-02,7.75758e-02
6.19193e-02,6.33009e-02,6.53605e-02
4.12553e-02,4.52106e-02,4.70000e-02
4.94368e-02,5.97244e-02,6.14329e-02
5.45619e-02,6.50922e-02,8.19939e-02
7.91896e-02,1.03392e-01,1.03779e-01
4.13280e-02,4.41022e-02,5.14879e-02
3.94715e-02,4.36234e-02,4.63357e-02
4.81144e-02,5.16720e-02,5.50182e-02
3.45109e-02,4.67226e-02,4.83529e-02
4.37607e-02,5.10392e-02,5.34696e-02
3.67967e-02,7.90000e-02,9.63172e-02
7.50200e-02,8.48646e-02,8.53874e-02
3.68646e-02,4.02244e-02,4.24146e-02
4.25323e-02,4.41588e-02,6.90217e-02
7.64133e-02,8.10000e-02,8.38689e-02
3.16070e-02,4.17253e-02,4.24264e-02
4.07799e-02,4.24028e-02,4.66154e-02
4.73814e-02,5.17397e-02,6.36789e-02
4.89081e-02,6.65733e-02,6.73350e-02
8.41309e-02,1.09750e-01,1.20312e-01
4.11825e-02,6.04979e-02,7.69610e-02
2.59037e-02,4.07185e-02,4.32319e-02
2.70185e-02,3.18591e-02,3.31662e-02
3.88973e-02,4.66690e-02,5.02693e-02
5.46352e-02,7.12039e-02,7.97684e-02
3.81314e-02,5.50182e-02,5.58122e-02
4.56508e-02,4.65403e-02,5.47996e-02
4.46430e-02,4.77389e-02,4.89592e-02
4.50333e-02,5.10196e-02,5.22972e-02
8.55804e-02,8.80682e-02,8.97274e-02
5.08920e-02,5.21440e-02,6.21369e-02
6.89493e-02,7.38580e-02,7.70454e-02
4.34396e-02,4.83322e-02,4.95782e-02
5.35444e-02,6.33877e-02,7.43707e-02
5.53534e-02,6.87968e-02,7.22772e-02
3.86264e-02,4.04846e-02,4.33474e-02
5.21728e-02,6.05723e-02,7.23464e-02
6.21530e-02,6.67907e-02,8.55278e-02
8.90056e-02,9.57810e-02,1.03092e-01
7.17426e-02,7.39865e-02,7.79551e-02
5.41295e-02,5.51996e-02,5.73847e-02
7.55712e-02,7.73305e-02,7.75564e-02
6.26738e-02,6.33561e-02,7.00571e-02
4.94368e-02,4.94874e-02,7.41957e-02
3.10966e-02,5.70614e-02,5.84123e-02
2.82312e-02,3.60139e-02,4.34511e-02
5.11957e-02,5.33198e-02,5.77668e-02
4.51774e-02,5.64092e-02,5.98331e-02
5.90762e-02,7.17426e-02,8.28975e-02
4.47102e-02,5.89152e-02,7.41552e-02
3.12570e-02,3.75366e-02,5.54166e-02
3.72961e-02,4.26028e-02,4.56618e-02
7.72269e-02,8.64812e-02,9.38190e-02
9.42868e-02,1.01764e-01,1.11906e-01
5.21536e-02,6.65582e-02,6.66858e-02
3.88201e-02,4.26497e-02,5.41387e-02
3.06757e-02,5.06458e-02,5.30566e-02
4.98096e-02,5.21632e-02,5.60000e-02
4.00375e-02,5.19326e-02,5.51543e-02
3.76165e-02,4.92138e-02,6.39062e-02
3.22645e-02,4.04351e-02,4.18808e-02
3.42199e-02,3.52846e-02,4.88057e-02
7.26567e-02,7.31369e-02,7.46257e-02
4.73392e-02,4.73814e-02,4.82494e-02
3.78550e-02,6.29921e-02,6.47611e-02
4.90102e-02,6.13840e-02,6.16766e-02
4.17971e-02,6.00583e-02,6.76757e-02
2.92575e-02,5.00600e-02,6.89275e-02
3.71753e-02,6.58179e-02,6.77126e-02
6.43661e-02,7.03633e-02,7.08096e-02
6.75426e-02,7.80961e-02,8.28070e-02
8.15169e-02,8.80454e-02,8.93532e-02
4.55412e-02,6.69552e-02,7.06329e-02
1.15326e-02,5.93886e-02,6.80441e-02
3.64555e-02,5.67450e-02,5.87026e-02
2.42281e-02,3.60694e-02,4.22256e-02
5.49454e-02,5.54256e-02,5.67010e-02
7.20902e-02,7.80961e-02,8.35943e-02
6.05888e-02,6.14980e-02,8.26499e-02
4.72546e-02,4.92240e-02,5.46352e-02
1.04135e-01,1.09170e-01,1.15966e-01
5.16817e-02,6.38044e-02,6.72161e-02
3.00666e-02,4.08779e-02,4.52880e-02
4.56399e-02,5.47631e-02,6.42262e-02
9.12305e-02,1.06874e-01,1.11301e-01
5.05767e-02,5.17107e-02,8.05419e-02
5.15946e-02,5.29339e-02,5.68067e-02
3.57491e-02,3.81838e-02,4.32319e-02
5.03488e-02,6.12291e-02,7.16519e-02
4.19762e-02,5.22590e-02,5.69561e-02
3.57911e-02,4.39090e-02,4.62277e-02
8.21827e-02,1.37525e-01,1.41227e-01
5.56507e-02,6.03821e-02,6.17333e-02
5.28299e-02,7.09718e-02,9.00000e-02
5.46077e-02,6.30714e-02,7.35527e-02
9.56818e-02,1.03470e-01,1.11665e-01
3.27109e-02,5.49181e-02,5.64269e-02
7.31369e-02,8.22071e-02,9.89949e-02
5.16527e-02,5.68067e-02,5.86686e-02
5.22398e-02,5.23927e-02,5.76455e-02
8.33007e-02,8.41249e-02,1.02849e-01
