0.00125126,0.563585,8,2,
0.193304,0.808741,12,1,
0.585009,0.479873,6,1,
0.350291,0.895962,13,4,
0.82284,0.746605,11,2,
0.174108,0.858943,12,0,
0.710501,0.513535,10,2,
0.303995,0.0149846,1,2,
0.0914029,0.364452,4,0,
0.147313,0.165899,0,4,
0.988525,0.445692,7,2,
0.119083,0.00466933,0,2,
0.0089114,0.37788,4,2,
0.531663,0.571184,10,3,
0.601764,0.607166,10,4,
0.166234,0.663045,8,4,
0.450789,0.352123,5,3,
0.0570391,0.607685,8,4,
0.783319,0.802606,15,3,
0.519883,0.30195,6,2,
0.875973,0.726676,11,1,
0.955901,0.925718,15,3,
0.539354,0.142338,2,3,
0.462081,0.235328,1,2,
0.862239,0.209601,3,1,
0.779656,0.843654,15,3,
0.996796,0.999695,15,2,
0.611499,0.392438,6,0,
0.266213,0.297281,5,2,
0.840144,0.0237434,3,1,
0.375866,0.0926237,1,0,
0.677206,0.0562151,2,3,
0.00878933,0.91879,12,2,
0.275887,0.272897,5,2,
0.587909,0.691183,10,4,
0.837611,0.726493,11,1,
0.484939,0.205359,1,2,
0.743736,0.468459,6,2,
0.457961,0.949156,13,3,
0.744438,0.10828,2,2,
0.599048,0.385235,6,0,
0.735008,0.608966,10,2,
0.572405,0.361339,6,0,
0.151555,0.225105,0,3,
0.425153,0.802881,13,3,
0.517106,0.98999,14,2,
0.751549,0.345561,7,2,
0.168981,0.657308,8,4,
0.491897,0.0635395,1,2,
0.699759,0.504807,10,2,
0.147496,0.949583,12,1,
0.141575,0.905118,12,0,
0.692892,0.303049,6,1,
0.426557,0.0703757,1,0,
0.966613,0.683187,11,1,
0.153233,0.877255,12,0,
0.82168,0.582049,11,0,
0.191351,0.177892,0,3,
0.817194,0.475265,7,3,
0.155553,0.503922,8,2,
0.732017,0.405591,6,1,
0.27958,0.568743,9,1,
0.682241,0.755852,14,2,
0.721915,0.475295,6,2,
0.12302,0.367809,4,0,
0.834681,0.0350963,3,1,
0.517014,0.662984,10,2,
0.426222,0.104678,1,0,
0.949339,0.921384,15,3,
0.549547,0.345988,6,1,
0.471725,0.374981,5,3,
0.84698,0.316874,7,4,
0.456099,0.271889,5,2,
0.982971,0.2978,7,2,
0.739189,0.567278,10,2,
0.19599,0.761315,12,2,
0.839442,0.397656,7,4,
0.5009,0.890164,14,2,
0.0274667,0.994629,12,2,
0.572588,0.0505081,2,3,
0.531327,0.194067,2,3,
0.843043,0.626759,11,0,
0.657613,0.197851,2,3,
0.842158,0.123325,3,0,
0.109928,0.743126,8,2,
0.314066,0.941069,13,3,
0.286081,0.336314,5,3,
0.140263,0.733085,8,3,
0.83462,0.707999,11,1,
0.600238,0.747215,10,2,
0.252724,0.144475,1,2,
0.00161748,0.0610065,0,2,
0.806238,0.852626,15,4,
0.210578,0.115604,0,3,
0.553209,0.0142521,2,2,
0.113773,0.454512,4,1,
0.75222,0.686148,11,2,
0.543443,0.0738853,2,3,
0.43672,0.201941,1,1,
0.696219,0.290353,6,1,
0.436689,0.232429,1,2,
0.577868,0.532579,10,3,
0.628681,0.160192,2,4,
0.504135,0.963042,14,2,
0.695761,0.924802,14,1,
0.189947,0.335948,4,0,
0.17835,0.995178,12,2,
0.457442,0.998016,13,2,
0.0975066,0.625172,8,4,
0.0943937,0.437727,4,0,
0.931516,0.0484329,3,1,
0.89462,0.290017,7,3,
0.227302,0.769066,12,2,
0.410718,0.201971,1,1,
0.628071,0.604144,10,4,
0.451613,0.466353,5,3,
0.597827,0.634724,10,4,
0.854793,0.828791,15,4,
0.624775,0.720908,10,3,
0.565752,0.375134,6,0,
0.184271,0.737907,8,2,
0.555132,0.905087,14,1,
0.242866,0.18894,0,2,
0.604724,0.698508,10,3,
0.584613,0.351299,6,0,
0.494461,0.0803858,1,2,
0.740745,0.612049,10,2,
0.62038,0.691122,10,4,
0.804529,0.149113,3,0,
0.576037,0.867733,14,0,
0.911557,0.614704,11,0,
0.727683,0.0432142,2,2,
0.667776,0.976531,14,1,
0.315012,0.569201,9,1,
0.305826,0.173925,1,1,
0.108554,0.869045,12,0,
0.851222,0.744316,11,2,
0.154881,0.326914,4,0,
0.0793481,0.0766015,0,4,
0.64098,0.820002,14,0,
0.545091,0.448256,6,1,
0.408979,0.298746,5,3,
0.46556,0.501205,9,2,
0.152654,0.323038,4,0,
0.737999,0.313883,6,2,
0.826685,0.959075,15,3,
0.873348,0.725028,11,1,
0.300058,0.943999,13,3,
0.127232,0.0657369,0,4,
0.784967,0.524583,11,2,
0.609638,0.956114,14,1,
0.0722678,0.875637,12,0,
0.653859,0.322123,6,0,
0.104801,0.505051,8,2,
0.227088,0.290292,4,2,
