-8.66642e-02,4.75488e-01,7.96366e-01,-3.27270e+00,4.60186e+00,-3.30921e+00,1.08301e+01
-1.28970e-01,3.25953e-01,3.56354e-01,-2.76873e+01,-2.19380e+01,6.25185e+01,-1.73097e+03
5.40573e-01,7.59275e-01,6.66859e-01,-8.72906e+01,3.59286e+01,-4.10201e+01,3.58067e+03
7.54402e-01,4.38670e-01,6.45756e-01,3.58978e+01,3.82970e+01,1.50732e+01,5.41094e+02
4.67257e-01,7.06383e-01,-2.59728e-01,-7.92938e+01,1.31239e+01,-1.53387e+01,1.21627e+03
-8.92758e-01,-8.95385e-01,-5.59347e-01,-5.97079e+01,2.28354e+01,-1.42775e+01,8.52478e+02
4.26991e-01,1.32420e-01,-6.27811e-02,5.82939e+01,2.95547e+01,2.77100e+01,1.61532e+03
-6.54443e-01,9.47847e-01,2.56453e-01,2.98334e+01,-9.86058e+00,-3.42385e+00,-1.02145e+02
-2.76064e-01,8.13471e-01,-4.20756e-01,5.51152e+01,3.23235e+00,4.98039e+00,2.74495e+02
9.00395e-01,-1.07436e-01,1.75365e-02,-6.11224e+01,9.24550e+01,-5.90734e+01,3.61071e+03
-4.26166e-01,8.82123e-01,2.39105e-01,5.31529e+01,1.43287e+01,1.22739e+01,6.52394e+02
-8.36604e-01,-8.80100e-01,6.91956e-01,-6.63535e+01,-3.30778e+01,2.33291e+01,-1.54797e+03
-1.98153e-01,9.37776e-02,-6.61178e-01,-2.54783e+01,-1.90231e+01,2.30576e+01,-5.87469e+02
-1.16405e-01,8.79140e-02,7.70455e-01,-1.48529e+01,3.24773e+00,-6.02026e+00,8.94184e+01
-8.76010e-01,-5.74584e-01,-6.27292e-01,-4.40488e+01,-3.27187e+01,1.51526e+01,-6.67454e+02
-8.05720e-01,3.94850e-01,7.66212e-01,-5.92190e+01,8.97356e+00,-5.70623e+00,3.37917e+02
-3.58855e-01,-4.28248e-01,2.39176e-01,3.11492e+01,1.29195e+01,7.87411e+00,2.45272e+02
-9.95946e-01,-9.75169e-01,-7.22600e-01,-1.53265e+01,-1.71422e+01,2.70056e+00,-4.13901e+01
5.68344e-01,9.40619e-01,-7.83262e-01,-3.24330e+01,-1.53046e+01,6.26969e+00,-2.03345e+02
-1.51734e-01,4.64614e-01,5.68271e-01,-7.98521e+00,5.31761e+00,-3.23799e+00,2.58561e+01
5.23188e-01,5.71574e-01,5.23834e-01,-3.75484e+01,-4.49433e+01,2.26188e+01,-8.49301e+02
-6.14659e-01,-1.19066e-01,-9.32278e-01,6.20090e+01,-4.64859e+00,-3.46905e+00,-2.15112e+02
-1.08104e-01,4.69716e-01,6.15035e-01,-4.99066e+00,-6.96708e+00,4.99390e+00,-2.49228e+01
-4.76613e-01,3.38527e-01,6.97419e-02,-7.05773e+01,-2.08549e+01,2.13116e+01,-1.50412e+03
-3.32343e-01,2.37232e-01,8.98096e-01,-6.78745e+01,4.65316e+00,-6.81150e+00,4.62328e+02
6.23665e-01,-1.24607e-02,-4.24872e-01,-7.15870e+00,-9.82677e+00,8.39717e-01,-6.01128e+00
4.75526e-01,-6.75861e-01,5.23381e-01,7.41752e+01,-4.34149e+01,-4.67219e+01,-3.46561e+03
1.35060e-01,3.52128e-02,8.73013e-01,7.14035e+00,-5.19456e+00,-3.50343e+00,-2.50157e+01
-4.98801e-01,4.68973e-01,6.83544e-01,-1.64165e+01,-3.16168e+01,7.22737e+00,-1.18648e+02
-4.83228e-01,-3.76218e-01,3.04185e-01,5.86670e+01,-5.92582e+01,-4.97309e+01,-2.91757e+03
2.34823e-01,-8.63459e-01,4.86191e-02,3.99252e+01,3.19711e+01,4.58254e+01,1.82959e+03
5.22346e-01,7.52724e-01,-4.01051e-02,-8.63099e+01,6.26075e+01,-7.25168e+01,6.25892e+03
-6.26100e-01,-5.29414e-01,-6.26010e-01,-1.68377e+01,-3.01462e+01,6.04605e+00,-1.01802e+02
-8.04542e-01,-5.11824e-01,9.14333e-01,-7.16158e+00,7.96979e-01,-6.13144e-02,4.39108e-01
-7.85388e-01,7.42522e-01,4.62462e-01,9.60293e+01,4.76320e+01,4.94922e+01,4.75270e+03
-9.84166e-01,3.47493e-01,5.89925e-01,-8.06327e+01,-6.08906e+00,5.05511e+00,-4.07607e+02
-4.23281e-01,6.32178e-02,5.02071e-01,-3.03665e+01,4.73778e+01,-2.33484e+01,7.09009e+02
7.66167e-01,6.36963e-01,7.67928e-01,-7.26014e+01,-9.76037e+00,7.72857e+00,-5.61105e+02
-2.77070e-02,-8.98370e-01,2.01488e-01,-4.12202e+00,5.05146e+00,-4.35367e+01,1.79459e+02
3.07743e-01,5.44003e-01,-3.86073e-02,-1.76491e+01,4.81337e+01,-2.03217e+01,3.58658e+02
6.24797e-01,3.41435e-01,-5.51737e-01,7.68733e+01,-2.79457e+01,-2.56179e+01,-1.96933e+03
5.54908e-02,5.65628e-01,6.95780e-01,-5.52429e+00,4.46608e+00,-1.29846e+01,7.17307e+01
5.74632e-01,-4.34240e-01,7.29708e-01,-3.58565e+01,1.14907e+01,-5.16659e+00,1.85256e+02
-6.43356e-01,7.45449e-01,-2.78959e-01,9.22545e+01,-4.10083e+01,-4.44150e+01,-4.09748e+03
-9.53368e-01,4.52919e-01,6.74680e-01,-2.86605e+01,-3.91075e+01,1.15964e+01,-3.32359e+02
-6.60553e-02,5.62495e-01,3.32513e-01,6.26229e+00,-1.31171e+01,-3.06705e+01,-1.92067e+02
7.47303e-01,6.14997e-01,8.29116e-01,-6.30504e+01,-2.40337e+01,1.66696e+01,-1.05103e+03
-5.08478e-01,4.16421e-01,4.50618e-01,-4.28200e+01,3.39819e+01,-1.99460e+01,8.54087e+02
-2.90923e-01,5.22940e-01,4.42438e-01,8.92587e+00,1.96144e+01,4.53380e+00,4.04681e+01
-3.42620e-01,-6.51021e-01,-5.90843e-01,-5.64450e+01,-4.87438e+00,5.70467e+00,-3.22000e+02
1.35248e-01,9.18118e-02,-5.26606e-01,1.77691e+01,-1.64060e+01,-2.74646e+01,-4.88021e+02
-5.14737e-01,-6.94255e-01,-8.92289e-01,-8.06185e+01,7.74451e+00,-8.47527e+00,6.83264e+02
3.74667e-01,-9.44788e-01,4.21458e-01,2.49445e+01,-4.63908e+00,-2.14974e+00,-5.36243e+01
-1.24063e-01,4.48051e-01,-8.78300e-01,-9.63780e+00,4.25248e+00,-4.53627e+00,4.37197e+01
-4.91231e-01,-8.28755e-01,1.74222e-02,-7.41018e+01,-7.96539e+01,8.32511e+01,-6.16906e+03
-9.95982e-01,9.72669e-01,7.19941e-01,1.68549e+01,-1.87764e+01,-3.25297e+00,-5.48285e+01
1.52031e-01,-3.69675e-01,-7.02618e-01,-2.64958e+01,1.05293e+01,-2.11984e+01,5.61668e+02
-1.38138e-01,1.43755e-01,-2.23534e-01,-2.60921e+01,1.43836e+01,-3.39994e+01,8.87113e+02
2.60542e-01,-7.82190e-01,-8.52992e-01,5.60910e+01,-1.24547e+01,-2.13084e+01,-1.19521e+03
3.97394e-01,6.92259e-01,-5.05815e-01,-7.09449e+01,-4.52179e+01,5.57091e+01,-3.95228e+03
3.42566e-01,-9.91992e-01,-5.72766e-01,3.49252e+00,-7.12963e+00,-5.16392e-01,-1.80351e+00
9.32083e-01,1.62891e-01,-7.57080e-01,8.37911e+01,-4.14934e+00,-3.61091e+00,-3.02562e+02
2.59470e-01,-3.31070e-01,-2.84708e-01,-4.98316e+01,2.95360e+01,-4.51774e+01,2.25126e+03
