0.32732576,0.4664271
0.3271626,0.46693176
0.32731402,0.46644333
0.32719165,0.4665732
0.32705915,0.4668482
0.32717833,0.4666672
0.32727864,0.46646836
0.3272352,0.4665643
0.32728463,0.46675095
0.3271235,0.4665866
0.327204,0.4667062
0.19091569,0.3222763
0.1909878,0.3221033
0.19090481,0.3223746
0.19091345,0.3222873
0.19104882,0.32225302
0.19094941,0.32213286
0.19097467,0.32224265
0.19093181,0.32222253
0.19104949,0.32207656
0.19097091,0.32240435
0.19095194,0.32235482
0.19107619,0.32212278
0.19107573,0.32226005
0.31623286,0.74907285
0.31614265,0.7491104
0.31620905,0.7495521
0.31607777,0.74953824
0.31623903,0.74911207
0.3160625,0.7493428
0.31618512,0.7495863
0.3160636,0.74905485
0.3161667,0.7490192
0.3163247,0.7489652
0.31616506,0.74908066
0.31627634,0.7495207
0.31618148,0.7488138
0.14154656,0.11971203
0.14150661,0.119856596
0.14154923,0.119692475
0.1415678,0.119850844
0.14150381,0.11980896
0.14148538,0.119703576
0.1414847,0.119756185
0.14156641,0.11978863
0.14158887,0.11969357
0.1414854,0.11968902
0.14153408,0.11970459
0.1415586,0.11968292
0.14158122,0.119862996
0.42555913,0.70682025
0.42565933,0.7065081
0.42537126,0.7066792
0.42529562,0.7063991
0.42537034,0.70689654
0.42559487,0.70673853
0.42540288,0.7070054
0.42535973,0.7064102
0.42536503,0.7070591
0.42552796,0.7067339
0.42566,0.7067953
0.42543703,0.7064216
0.42561457,0.70632446
0.2496523,0.18400958
0.2496567,0.18394187
0.24985854,0.18398663
0.24968237,0.18407781
0.24989451,0.18396425
0.24976078,0.18392879
0.24975607,0.18393306
0.24985646,0.1840629
0.24981008,0.18410246
0.24975272,0.1840392
0.24983409,0.18392466
0.24966565,0.18392128
0.24991329,0.18391894
0.65996355,0.15257071
0.6601663,0.15249711
0.6601693,0.1524155
0.6602968,0.15256517
0.6602279,0.15242858
0.6600571,0.15249279
0.6601286,0.15249543
0.66023904,0.1524298
0.6603833,0.15254872
0.66055727,0.15248507
0.6600244,0.15259649
0.65998673,0.15261929
0.66058475,0.15248574
0.5948549,0.8617815
0.5948621,0.8625319
0.5952425,0.8619515
0.5951148,0.86218494
0.5950226,0.86257625
0.5950919,0.86228126
0.5950305,0.86219954
0.59528863,0.8622765
0.5948883,0.86196834
0.59530854,0.8625909
0.5950085,0.8619998
0.5950944,0.8620893
0.594771,0.86184937
0.31276998,0.6334404
0.31292439,0.6334576
0.3128746,0.6329905
0.312847,0.63306355
0.3129055,0.63306296
0.3127725,0.6329628
0.3127714,0.63325584
0.3130905,0.6334702
0.31276914,0.6330735
0.31305942,0.6331607
0.3128562,0.63322383
0.312943,0.6335104
0.31303445,0.63334703
0.38366017,0.31985912
0.38374075,0.31966907
0.38388032,0.31953627
0.38399154,0.3195409
0.38368016,0.31964442
0.3837779,0.31964076
0.38368604,0.31973633
0.3838879,0.31985337
0.3836613,0.31955555
0.38371894,0.31956136
0.3839833,0.31952095
0.3838285,0.3197169
0.3840046,0.31963563
0.43815205,0.79469866
0.43839955,0.7948938
0.43838093,0.7943542
0.4381257,0.79456943
0.43816924,0.79417515
0.43827727,0.7946384
0.43799034,0.7946835
0.43831846,0.7943134
0.43814775,0.7942288
0.4379864,0.79419714
0.43799922,0.7947615
0.43822217,0.79430443
0.43836167,0.79406124
0.83690596,0.58411777
0.8362408,0.5840391
0.83641833,0.583738
0.83686906,0.5841287
0.83639055,0.5837683
0.83620644,0.5840139
0.8362583,0.5841717
0.8361854,0.5838108
0.83623,0.5837434
0.8363187,0.5841692
0.83651304,0.58387893
0.8367396,0.5841489
0.8362719,0.58397883
0.31671768,0.7630265
0.31678033,0.76228595
0.31668615,0.7627482
0.3168369,0.7622115
0.31680295,0.7623554
0.31658205,0.76283777
0.31676957,0.7630069
0.31685466,0.7629683
0.31679893,0.76269346
0.31658334,0.76285
0.31682348,0.762595
0.31683838,0.76233405
0.31682563,0.762673
0.27258703,0.8032204
0.27276757,0.8026671
0.27277628,0.8031756
0.27263492,0.80284053
0.27276716,0.80263215
0.27258828,0.80316055
0.272733,0.80324394
0.2725566,0.8030524
0.27253428,0.8031906
0.2728152,0.80296624
0.27253973,0.8030664
0.2726337,0.8034122
0.27270207,0.80276924
0.66211945,0.79560006
0.6618672,0.79491884
0.6620292,0.79563296
0.6621809,0.7956497
0.6621431,0.7954959
0.6621197,0.7954738
0.66172105,0.79551375
0.6623625,0.7951076
0.66211486,0.79572463
0.66190714,0.79502475
0.66211694,0.7951202
0.6622626,0.7951397
0.66173977,0.79537094
0.45126393,0.62917733
0.4510907,0.6292575
0.4513051,0.6295218
0.45113635,0.6290449
0.45125058,0.6291182
0.45127392,0.62947696
0.4512032,0.6295463
0.45116967,0.6293692
0.45090646,0.6292554
0.4511655,0.6289536
0.4513615,0.62929547
0.45120654,0.6294244
0.45117307,0.6291906
0.44605988,0.6780915
0.44608328,0.6787377
0.44590083,0.6780537
0.44608045,0.6781676
0.44583243,0.678185
0.44587228,0.67864907
0.44581607,0.6786393
0.44587538,0.6780858
0.4460847,0.6783767
0.44583857,0.6783503
0.44592616,0.67814416
0.4459545,0.6785011
0.44607484,0.67870694
0.59300154,0.13099152
0.59312755,0.13109113
0.592692,0.1311493
0.5927308,0.1311077
0.59282404,0.13106084
0.59314305,0.13115878
0.5930004,0.13113402
0.5929177,0.13116527
0.5927775,0.13110857
0.5930362,0.13110428
0.59316134,0.13106585
0.5928363,0.1310419
0.5927582,0.1311081
0.43547136,0.47541365
0.4357675,0.4757063
0.43567318,0.4755369
0.43558732,0.47539836
0.43558574,0.47538713
0.43557087,0.47567582
0.4354692,0.47557157
0.43567106,0.4753987
0.43577796,0.47562197
0.43559843,0.4755479
0.4357309,0.4753186
0.43576384,0.4755917
0.4356605,0.47577477
0.88692313,0.21652402
0.88715225,0.21656366
0.88687336,0.21670057
0.8871415,0.21654855
0.88723487,0.21653466
0.8866688,0.21652982
0.8872899,0.21654509
0.88679177,0.21670623
0.88682246,0.21656677
0.8866117,0.21664509
0.8869524,0.21660413
0.8873539,0.21665716
0.88703686,0.21674445
0.8370407,0.17620388
0.8368542,0.17628413
0.83675474,0.17616537
0.8374889,0.17627381
0.8375433,0.1763281
0.83735967,0.1762619
0.83685106,0.17621602
0.8370512,0.17619312
0.8372877,0.17623419
0.8373645,0.17634898
0.8375304,0.17620645
0.83692974,0.17620298
0.8367529,0.17611796
0.07375669,0.35765374
