0.0,-4.0571,0.0,0.0,-2.1386,4.2479,3.0292,7.7441,-2.7341,-4.8905,0.0,6.002,0.0,0.0,0.0,2.2023,3.0045,-2.9322,-2.5252,0.0
5.3373,4.7168,0.0,0.0,0.0,-2.1841,0.0,5.0144,2.1978,0.0,2.8284,-5.4914,0.0,0.0,0.0,-3.2712,0.0,0.0,0.0,0.0
3.8771,2.2307,4.2793,-1.577,0.0,0.0,0.0,4.0393,2.6148,0.0,0.0,-3.5797,0.0,-2.0346,-4.7836,-2.2124,0.0,0.0,-2.2424,0.0
6.4339,0.0,-2.1255,-3.2701,0.0,0.0,0.0,6.2112,-2.1961,0.0,0.0,-6.4477,0.0,0.0,-2.227,-3.8745,0.0,1.7355,0.0,-3.1683
7.4806,3.3958,0.0,4.9893,-1.6874,0.0,2.9761,7.4411,-2.8415,0.0,-2.23,-7.2705,-1.8868,0.0,-2.2617,-4.4143,0.0,-3.1032,0.0,-1.9426
4.3307,-2.4668,-2.6163,0.0,0.0,0.0,0.0,4.2914,0.0,1.8959,0.0,-4.2261,1.8618,0.0,0.0,-2.5624,0.0,-4.8265,0.0,2.6347
0.0,0.0,0.0,-1.7195,0.0,2.6871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3558,0.0,0.0,0.0
0.0,0.0,-2.3012,0.0,0.0,3.2722,-2.0897,4.5215,2.9364,1.826,-2.4631,6.5842,0.0,-2.3646,3.9985,2.8285,-1.7217,0.0,0.0,0.0
0.0,-2.5247,0.0,-3.7562,-4.5438,0.0,4.1301,7.3781,0.0,0.0,0.0,5.5544,0.0,0.0,0.0,2.016,0.0,-2.4385,0.0,0.0
7.688,0.0,3.2603,0.0,2.0393,0.0,0.0,7.6393,0.0,-2.1181,0.0,-7.4804,3.8677,0.0,0.0,-4.54,0.0,-1.8824,0.0,2.3944
0.0,1.7919,0.0,-2.9226,0.0,-3.1442,0.0,4.0662,0.0,0.0,-1.6666,5.5733,0.0,-2.6455,0.0,2.3694,-2.1253,0.0,-1.6245,0.0
-2.0536,-2.3675,-1.8435,0.0,1.6572,0.0,0.0,2.3458,0.0,0.0,0.0,6.5223,2.7855,0.0,-1.9622,3.0233,0.0,1.796,0.0,0.0
7.7979,3.4959,0.0,0.0,-1.5949,0.0,0.0,7.6699,1.5191,0.0,1.5878,-7.6684,0.0,0.0,1.8291,-4.6373,0.0,0.0,-2.0105,0.0
0.0,2.2232,0.0,1.9177,0.0,-4.8493,0.0,5.0131,1.9122,-2.1392,1.7256,6.1306,0.0,2.6822,0.0,2.5502,0.0,0.0,0.0,0.0
0.0,0.0,-2.4598,3.7131,-1.7276,2.3581,0.0,5.7307,0.0,-2.925,2.0287,5.4496,-1.8607,-3.0129,3.8076,2.1346,0.0,0.0,2.4485,0.0
0.0,0.0,-3.0537,2.433,0.0,-5.4642,1.6089,5.6867,0.0,0.0,3.0029,4.8066,0.0,0.0,0.0,1.8171,0.0,2.4414,-1.5561,-2.8734
9.7001,2.5516,0.0,2.657,0.0,0.0,2.5915,9.2186,4.009,-2.296,1.9105,-9.8714,0.0,0.0,1.7629,-5.9016,0.0,0.0,0.0,0.0
12.1571,0.0,1.6051,0.0,2.8773,0.0,0.0,11.3346,1.7828,0.0,-3.9824,-12.5978,3.375,2.5448,1.8351,-7.4869,0.0,-1.6812,0.0,2.3586
0.0,2.0406,-2.0343,0.0,0.0,3.064,-1.7218,7.5916,0.0,0.0,1.5697,7.4372,-1.7182,0.0,0.0,2.937,0.0,-2.2506,0.0,2.3187
0.0,0.0,-1.8685,-1.7319,1.696,0.0,1.948,6.2213,-1.7328,0.0,-2.3784,6.94,0.0,0.0,0.0,2.8302,-3.1615,2.9684,0.0,0.0
-2.4603,0.0,0.0,-2.1491,0.0,-1.959,0.0,0.0,0.0,-1.5191,-1.9868,5.578,0.0,0.0,-1.7255,2.7272,-1.5826,0.0,-2.7792,-1.7524
5.9047,1.7463,6.7434,-2.8381,0.0,0.0,2.7098,5.5309,0.0,0.0,-3.0724,-6.0922,0.0,0.0,0.0,-3.6257,0.0,1.7325,0.0,0.0
4.0594,0.0,0.0,0.0,3.9876,0.0,0.0,3.8355,-1.9346,2.1427,1.5632,-4.1543,0.0,0.0,3.8831,-2.479,0.0,0.0,0.0,0.0
5.0544,0.0,0.0,0.0,0.0,2.4278,2.6586,5.1896,0.0,-1.765,-4.7265,-4.7454,0.0,0.0,-2.9928,-2.9157,-4.0932,1.9386,0.0,-2.6159
0.0,3.1618,-1.9405,-2.6455,0.0,0.0,0.0,7.1063,3.007,3.106,0.0,5.6067,0.0,1.9884,0.0,2.0705,0.0,0.0,0.0,1.5127
0.0,0.0,0.0,1.8366,0.0,-2.5455,0.0,8.6582,-3.4321,0.0,0.0,5.9798,1.8545,-2.5563,0.0,2.0962,0.0,-2.1012,2.4677,0.0
0.0,-3.7237,2.1976,0.0,3.9745,0.0,0.0,5.637,0.0,2.9068,-3.5021,6.6006,-2.284,0.0,-2.0435,2.7209,1.5952,-3.6753,0.0,0.0
0.0,-2.2961,0.0,0.0,4.214,0.0,2.8738,7.036,1.8387,0.0,0.0,5.4827,0.0,-1.8783,0.0,2.0157,1.9173,0.0,-2.515,2.0946
0.0,0.0,-2.5651,1.6675,0.0,0.0,2.383,8.2654,1.9004,0.0,0.0,6.7964,0.0,-1.6011,0.0,2.546,-3.334,2.76,0.0,0.0
