2.500363297203730539e+01,6.849399008786296150e+00,-4.313537060951706970e+00,-2.296849660191768905e+01
4.192757237149836058e+00,-3.014609925078375774e+00,2.369410207931500256e+00,-9.917806939050912263e+00
-7.852725334257474543e+00,-3.583109480965432248e+00,-4.713089963519954573e+00,-1.451014800022410567e+00
-1.611744724199244772e+01,-1.593026292226312002e+01,-7.517842144381897462e+00,-3.731481794854816236e-01
-4.791819008543823699e+00,-1.706757597495064616e+01,7.698054831984854296e+00,-2.459040317419380450e+00
-5.822320414579623460e+00,-7.164715107997204235e+00,-7.529214040405293851e+00,1.259941396430001426e+01
-7.038086817340422741e+00,-2.410173458525548984e+00,-5.233016723597468278e+00,9.076881148416340750e+00
-7.448131463147509734e+00,-6.906213486701004989e+00,5.457366630348128744e+00,2.490654610950653947e+01
-1.126698950438323621e+01,-4.673975313853104829e+00,-1.614965373877577548e+01,1.073282466051380446e+01
2.639493048597768343e+00,1.382814051784667519e+01,-2.284253834099410518e+00,-3.541746309862873865e+00
2.404526159279277309e+01,-2.806322428664423185e+01,8.891467876318589703e+00,-3.430444597235033655e+01
-1.032181562104698713e+01,1.236940880861371106e+01,-2.275163150315644600e+01,3.052619477033694295e+00
-1.279984239084488706e+01,-1.815084154809480488e+00,-8.654716462559957080e+00,-1.080299508882335724e+00
1.621950402233621347e+01,7.867362589277354878e+00,-2.134330570431770369e+01,-3.407238422097775832e+00
1.412120789695544865e+01,1.900445309308066433e-01,1.244642767105358772e+01,-2.334870446056211080e+00
1.314482393463021381e+01,-5.066845719075769416e+00,1.314429016661658789e+00,-9.863267642848832395e+00
-3.772547312814504838e+00,-4.161071393186301925e+00,9.280438253695272977e+00,2.327608594161263156e+01
-1.343060573065609020e+01,-2.328857030972343622e+01,1.501948497935685856e+00,-2.198841468542928723e+01
-3.947119307909509711e+00,9.096799370963918330e-01,-5.138274386278260941e-01,1.750331010500776685e+01
7.379716597123623600e+00,-1.598927016085992747e+00,1.381955101202419200e+01,-1.079497298697322982e+01
8.509883224415400349e+00,-1.027077268531405707e+01,-2.015827400611966169e+01,7.925863996316246052e+00
7.689741355319257288e-01,-6.935007058893090104e+00,1.633650448606803351e+01,-3.132673283134577602e+00
-2.564069879196760215e+00,2.772027926459517122e+00,1.785588569064907105e+01,2.761152795618987099e+01
