-6.455196692598553776e-01,-9.625630728524439128e-01,6.852164920983443430e-01,4.425343836727832492e-01,-3.946915769564255938e-01,-1.062940997808062699e-01,-5.593853614613548686e-01,9.547540139528412073e-01
8.595774333904282472e-02,6.886104843474952775e-01,4.249213572272563799e-01,9.348434872686681718e-01,9.839073989763281736e-01,-4.221429200331227594e-01,3.510892351419671042e-01,8.134319380420697021e-01
2.944767341319114856e-02,7.410107899860811642e-01,3.160584529713242330e-01,-2.871858304386686878e-01,-1.408414526155555846e-01,4.191787504395745323e-01,-2.431295443584192140e-01,8.692217430655744259e-01
3.201133385382473051e-01,-5.008435660215525553e-01,-2.063782155052755751e-01,-5.922833365500824732e-01,8.286583680776573591e-01,7.076989723663132947e-01,-2.405101518856241072e-02,-5.772677130137483514e-01
2.876573442897316646e-01,3.844490905808771175e-01,-6.451151021895876747e-01,8.295588437971596063e-02,-8.698170056780497594e-01,-9.410004142671503091e-01,-8.462266581311676805e-02,-9.676289892559313266e-01
-2.638149875868247510e-03,-3.115702243597212595e-01,-5.827413752260797164e-01,-5.606210133857706390e-01,3.232888318885600021e-01,-7.826295953216090284e-01,-3.092121690833053993e-01,-7.740451664738643434e-01
-7.273079370512425257e-01,-3.633598898507604535e-01,9.939948582914783781e-01,-2.597469251743127483e-01,5.386232625825552178e-01,8.156293413693770367e-01,9.228132115765017573e-01,-9.208271554835359973e-01
-3.864419587816956270e-01,-7.061146596432807954e-01,-6.620910468294362028e-01,-5.670143123694211251e-01,-1.270581083316804361e-01,-2.199361408982460075e-02,-4.919387767530887696e-03,3.761689066251128200e-01
-3.830060892871101630e-01,-4.494903952366812727e-01,4.775556935305127482e-01,2.787146218932088360e-01,5.760601279536798902e-01,6.021649500866602667e-01,-3.774798696987090307e-02,-8.146031962647154456e-01
1.437140617461789283e-01,6.734989852861790194e-01,-7.817012799955844748e-01,8.839419181603787035e-01,-8.774685390274132857e-01,2.228844630053785913e-01,3.747418044431670148e-01,5.867220634851872951e-01
9.723512577383847111e-01,-6.661507612754746788e-01,-6.242173939092163781e-01,7.914939349973630911e-01,-8.764441443928350228e-01,-6.570654926337157198e-01,-4.605802458955914336e-01,-9.317753666073297358e-01
5.397180980865158295e-01,-2.287263581930313039e-01,-9.796689122237177694e-01,-6.169201673465725122e-01,-7.489439832256267193e-01,-8.022493128178186106e-02,-4.152380068599537122e-02,9.372041796115971879e-01
-8.574827745847324323e-02,2.675737764628043358e-01,9.917642563914582654e-01,5.344850576666450304e-02,4.708964942916625263e-01,-9.251070989275920198e-01,1.274440954275486981e-01,-8.488878389278429193e-01
5.094509469599989293e-01,3.993082745607422490e-01,-7.106487027193382211e-01,-9.051161018721748386e-01,8.437540378451724443e-01,-2.579596955611797582e-01,-9.862773172714930370e-01,1.739170642490653340e-01
9.038634960924439854e-01,4.116804157077816884e-01,-1.990712788672730493e-01,-4.145416912286198907e-01,3.181722552636122997e-02,-6.378682475074763936e-01,-9.820757501011002644e-01,-7.222588051099001483e-01
2.880756884745279134e-01,-9.599974467075597095e-01,-8.138385429052996667e-01,-8.180542258306887637e-01,-4.705202956463931940e-01,-7.250512338240989729e-01,1.001250749710020704e+00,6.124813419624375310e-01
-7.673363772356579515e-01,-2.318683720075351562e-01,8.561527829256071476e-01,1.288281673178604536e-01,-1.900898316330140447e-01,9.817285687713662723e-01,2.792773880465307945e-01,-1.992730944530847481e-01
-9.127204047868130443e-01,-1.643838188916119658e-01,1.383585548095585815e-01,1.410900621391674159e-01,5.835948117279043945e-01,6.510419801717157728e-01,4.983708165052510575e-01,5.872845433564007900e-01
-5.582046338878238201e-01,-8.452805729481852604e-01,-8.178556518486408689e-02,2.971194342674685768e-02,-5.721700841031062135e-01,-4.423140372351750393e-01,-1.978846420896300529e-01,-7.359172786850648462e-02
3.524217681044294337e-01,-6.412044332572521821e-01,-1.942707580917101551e-01,-5.000371013124956798e-01,-4.118889463589803235e-01,6.600990828784354392e-01,-9.230902956674825743e-01,-6.335664631920586709e-01
6.201033554048692720e-01,6.810471046598184919e-02,8.203993746495487072e-01,1.565871259761602019e-01,8.320500344285707284e-01,-1.502024719250527052e-01,1.178533473381322694e-01,-2.801732123615494063e-01
-4.018796635770827130e-01,4.493914832061631781e-01,-7.842400542325854429e-02,-9.141709292210196125e-01,8.857671333904890698e-01,-5.965096496285774430e-01,-8.337751992260500344e-01,5.978952712447471729e-01
4.462133641700510855e-01,8.793127786189111617e-02,-7.864162991355989618e-01,1.185699063068405279e-01,-5.717688252344547140e-01,8.108647013570279283e-01,5.691870788467860987e-01,2.710994054209864279e-01
7.842638656566889299e-01,7.279255093658253128e-02,-7.520338556968462207e-01,1.419780259669147782e-01,9.098235554191425045e-03,-7.228685809523961447e-01,7.522882061774160967e-01,-9.029858672134070952e-02
4.429595113147666852e-01,-3.053337390660333939e-01,3.408835066365175082e-01,9.722568062433082359e-01,-4.928871680296217361e-01,-7.011607861721949053e-01,-6.514940182399271418e-01,-7.717315948614013044e-01
2.395658822885676498e-01,-4.414253230459976307e-01,-6.919221641896016184e-01,4.517987257109434829e-01,-1.862477601533879812e-01,7.127832986869876430e-01,-5.151129995922799631e-01,-7.531459759806222731e-01
8.238231932073065700e-01,5.515502544178952915e-01,-8.216998494376909212e-01,2.937478376352717357e-01,3.334270412607248102e-01,2.558925408276925273e-01,5.673888544090011088e-01,-6.281297085830975790e-01
-3.145676755418674309e-01,7.250323245687601004e-01,2.241407817676109582e-01,-7.358844751207344048e-01,4.938707714346559641e-01,-1.793868542472464023e-02,-9.203920886914001009e-01,7.943829456826281277e-01
-2.368730887117435624e-01,3.901244384642869045e-01,-2.210473604677922199e-01,-1.642217304754287066e-01,7.188436672655912352e-01,2.483552068295316051e-01,-1.783815967167967920e-01,-9.923039969959486228e-01
-5.382131160906583611e-01,-8.105872127127567994e-01,-6.811385456519751802e-01,-1.038062048174390600e-01,1.420434264222303067e-01,8.619821332714819873e-01,4.826671443503338654e-01,-3.366697243669560802e-01
-6.780136666172524862e-01,1.841305260714690972e-01,-8.231013664739338376e-01,-4.313399607563916938e-01,-9.752007301008590590e-01,-8.451674387233634178e-01,8.286578623148423972e-01,-6.063584459828348372e-01
5.760264675291524444e-02,-6.891563008172313376e-01,-7.924893160444712592e-02,-5.007267399737969082e-01,1.175638130262279535e-01,-6.015905020924371405e-01,1.019520360052259406e-01,-3.387809890753872843e-01
-7.935594019767862051e-01,5.257423624366486248e-01,-1.965160022880419466e-01,-9.375066991561221696e-01,-3.673774010267111256e-01,-9.898729896740081635e-01,-7.217440698529429266e-01,-3.459558305146501200e-01
-4.940401920260737434e-01,-4.433120419174652604e-01,-2.716469562115187419e-01,-3.547622578017528561e-01,-1.698633169556275357e-01,3.317968190369435799e-01,-5.746520124319249856e-01,-6.071050289573302061e-01
-5.248055455745315179e-01,8.198453301330675957e-01,8.025776315624859603e-01,5.169976533431626109e-01,-9.616554624603906865e-01,-5.200176668098747124e-01,-3.340319458607632352e-01,8.442317594111053980e-01
-3.618939962833243595e-01,3.164942164216362486e-02,5.430457241272809155e-01,-1.257729758339712622e-01,-4.070868403696664695e-01,2.672971903463398635e-01,-4.958899297727564215e-01,-5.093793088423530513e-01
-7.945304912312445289e-01,3.052645465618442633e-01,-8.987856376982406026e-01,7.152649218262833175e-01,2.239059942991556557e-02,-4.474534848808184861e-01,9.902900135058002595e-01,-3.833577532953771905e-01
5.538427728517542059e-01,6.987889502799851660e-02,-8.046519772215579014e-01,-8.225353421349658189e-01,-9.443399624252115654e-01,7.371150560129544616e-01,3.374256886939380751e-01,-7.268059430173577917e-01
-8.177665711574571006e-01,7.927898293048205591e-01,7.956146514351500887e-01,-4.159980924349453990e-01,-1.133426117355138402e-01,-3.603698737703573407e-01,-9.641659722846230851e-01,-8.962687845995295222e-01
