26,51,-4,-72,16,38,66,-99,81,62,-47,89,72,-37,89,-36,-26,-56,66,75
21,51,-7,-70,15,32,62,-98,81,62,-47,89,71,-39,86,-30,-31,-51,64,70
-40,-30,18,-80,-65,91,69,-66,91,-66,-27,-23,44,-81,-70,-73,13,32,-64,84
28,50,-1,-71,21,43,68,-97,90,65,-42,99,74,-35,94,-35,-20,-50,74,78
26,57,0,-67,22,45,64,-90,92,70,-41,99,77,-32,92,-35,-21,-41,72,77
57,-95,99,98,77,-86,-59,-96,42,40,-79,8,-53,0,61,-73,-71,92,-26,48
55,-100,90,92,71,-93,-62,-102,40,30,-84,5,-62,1,64,-81,-73,87,-34,48
-34,-34,26,-77,-63,95,74,-62,92,-61,-27,-24,44,-78,-63,-77,16,38,-64,84
86,77,-84,-22,-55,71,-51,59,83,8,35,-47,55,-16,30,72,-91,61,-20,-33
77,77,-83,-20,-52,70,-56,57,81,14,35,-48,56,-16,28,79,-90,63,-18,-38
-43,-30,14,-84,-63,90,70,-63,96,-67,-28,-21,44,-80,-68,-73,13,32,-68,83
22,55,-3,-67,17,43,64,-94,87,62,-48,95,78,-34,96,-35,-28,-50,63,78
-35,-31,24,-78,-58,93,77,-61,96,-59,-22,-19,50,-86,-56,-75,15,39,-62,86
-63,-29,27,-66,-34,28,-57,-36,-64,-36,26,-8,-64,-37,94,-85,-12,52,-87,95
-64,-26,25,-69,-36,25,-62,-37,-62,-42,24,-12,-66,-45,94,-94,-10,48,-89,96
21,48,-2,-72,18,41,63,-90,84,63,-44,94,73,-33,91,-35,-26,-44,68,81
80,77,-86,-23,-58,75,-56,57,80,11,35,-48,53,-14,24,73,-92,59,-13,-40
-40,-36,20,-79,-64,91,71,-72,94,-67,-28,-27,49,-85,-67,-80,17,31,-65,83
73,76,-89,-21,-61,67,-58,48,77,9,34,-56,54,-20,28,73,-90,52,-18,-40
81,77,-82,-21,-58,74,-54,57,80,13,38,-49,58,-14,31,72,-86,57,-13,-33
81,78,-83,-21,-57,77,-56,57,82,11,41,-52,58,-11,27,77,-92,64,-16,-34
21,46,-6,-71,18,38,61,-97,87,64,-49,94,76,-38,91,-33,-22,-50,64,79
-54,-20,31,-60,-28,30,-52,-36,-56,-36,29,-4,-55,-37,101,-83,-10,60,-84,104
-40,-30,18,-81,-60,91,72,-64,97,-64,-25,-21,45,-79,-68,-78,16,39,-65,85
