0.19133, 22, 5.86, 0, 0.431, 5.605, 70.2, 7.9549, 7, 330, 19.1, 389.13, 18.46, 18.5, 
0.33983, 22, 5.86, 0, 0.431, 6.108, 34.9, 8.0555, 7, 330, 19.1, 390.18, 9.16, 24.3, 
0.19657, 22, 5.86, 0, 0.431, 6.226, 79.2, 8.0555, 7, 330, 19.1, 376.14, 10.15, 20.5, 
0.16439, 22, 5.86, 0, 0.431, 6.433, 49.1, 7.8265, 7, 330, 19.1, 374.71, 9.52, 24.5, 
0.19073, 22, 5.86, 0, 0.431, 6.718, 17.5, 7.8265, 7, 330, 19.1, 393.74, 6.56, 26.2, 
0.1403, 22, 5.86, 0, 0.431, 6.487, 13, 7.3967, 7, 330, 19.1, 396.28, 5.9, 24.4, 
0.21409, 22, 5.86, 0, 0.431, 6.438, 8.9, 7.3967, 7, 330, 19.1, 377.07, 3.59, 24.8, 
0.08221, 22, 5.86, 0, 0.431, 6.957, 6.8, 8.9067, 7, 330, 19.1, 386.09, 3.53, 29.6, 
0.36894, 22, 5.86, 0, 0.431, 8.259, 8.4, 8.9067, 7, 330, 19.1, 396.9, 3.54, 42.8, 
0.04819, 80, 3.64, 0, 0.392, 6.108, 32, 9.2203, 1, 315, 16.4, 392.89, 6.57, 21.9, 
0.03548, 80, 3.64, 0, 0.392, 5.876, 19.1, 9.2203, 1, 315, 16.4, 395.18, 9.25, 20.9, 
0.61154, 20, 3.97, 0, 0.647, 8.704, 86.9, 1.801, 5, 264, 13, 389.7, 5.12, 50, 
0.66351, 20, 3.97, 0, 0.647, 7.333, 100, 1.8946, 5, 264, 13, 383.29, 7.79, 36, 
0.53412, 20, 3.97, 0, 0.647, 7.52, 89.4, 2.1398, 5, 264, 13, 388.37, 7.26, 43.1, 
0.52014, 20, 3.97, 0, 0.647, 8.398, 91.5, 2.2885, 5, 264, 13, 386.86, 5.91, 48.8, 
0.82526, 20, 3.97, 0, 0.647, 7.327, 94.5, 2.0788, 5, 264, 13, 393.42, 11.25, 31, 
0.55007, 20, 3.97, 0, 0.647, 7.206, 91.6, 1.9301, 5, 264, 13, 387.89, 8.1, 36.5, 
0.7857, 20, 3.97, 0, 0.647, 7.014, 84.6, 2.1329, 5, 264, 13, 384.07, 14.79, 30.7, 
0.57834, 20, 3.97, 0, 0.575, 8.297, 67, 2.4216, 5, 264, 13, 384.54, 7.44, 50, 
0.5405, 20, 3.97, 0, 0.575, 7.47, 52.6, 2.872, 5, 264, 13, 390.3, 3.16, 43.5, 
0.09065, 20, 6.96, 1, 0.464, 5.92, 61.5, 3.9175, 3, 223, 18.6, 391.34, 13.65, 20.7, 
0.29916, 20, 6.96, 0, 0.464, 5.856, 42.1, 4.429, 3, 223, 18.6, 388.65, 13, 21.1, 
0.22188, 20, 6.96, 1, 0.464, 7.691, 51.8, 4.3665, 3, 223, 18.6, 390.77, 6.58, 35.2, 
0.05644, 40, 6.41, 1, 0.447, 6.758, 32.9, 4.0776, 4, 254, 17.6, 396.9, 3.53, 32.4, 
0.09604, 40, 6.41, 0, 0.447, 6.854, 42.8, 4.2673, 4, 254, 17.6, 396.9, 2.98, 32, 
0.10469, 40, 6.41, 1, 0.447, 7.267, 49, 4.7872, 4, 254, 17.6, 389.25, 6.05, 33.2, 
0.06127, 40, 6.41, 1, 0.447, 6.826, 27.6, 4.8628, 4, 254, 17.6, 393.45, 4.16, 33.1, 
0.07978, 40, 6.41, 0, 0.447, 6.482, 32.1, 4.1403, 4, 254, 17.6, 396.9, 7.19, 29.1, 
0.03578, 20, 3.33, 0, 0.4429, 7.82, 64.5, 4.6947, 5, 216, 14.9, 387.31, 3.76, 45.4, 
0.03705, 20, 3.33, 0, 0.4429, 6.968, 37.2, 5.2447, 5, 216, 14.9, 392.23, 4.59, 35.4, 
0.06129, 20, 3.33, 1, 0.4429, 7.645, 49.7, 5.2119, 5, 216, 14.9, 377.07, 3.01, 46, 
0.01501, 90, 1.21, 1, 0.401, 7.923, 24.8, 5.885, 1, 198, 13.6, 395.52, 3.16, 50, 
0.00906, 90, 2.97, 0, 0.4, 7.088, 20.8, 7.3073, 1, 285, 15.3, 394.72, 7.85, 32.2, 
0.01096, 55, 2.25, 0, 0.389, 6.453, 31.9, 7.3073, 1, 300, 15.3, 394.72, 8.23, 22, 
0.01965, 80, 1.76, 0, 0.385, 6.23, 31.5, 9.0892, 1, 241, 18.2, 341.6, 12.93, 20.1, 
0.03871, 52.5, 5.32, 0, 0.405, 6.209, 31.3, 7.3172, 6, 293, 16.6, 396.9, 7.14, 23.2, 
0.0459, 52.5, 5.32, 0, 0.405, 6.315, 45.6, 7.3172, 6, 293, 16.6, 396.9, 7.6, 22.3, 
0.04297, 52.5, 5.32, 0, 0.405, 6.565, 22.9, 7.3172, 6, 293, 16.6, 371.72, 9.51, 24.8, 
0.08265, 0, 13.92, 0, 0.437, 6.127, 18.4, 5.5027, 4, 289, 16, 396.9, 8.58, 23.9, 
0.08199, 0, 13.92, 0, 0.437, 6.009, 42.3, 5.5027, 4, 289, 16, 396.9, 10.4, 21.7, 
0.05372, 0, 13.92, 0, 0.437, 6.549, 51, 5.9604, 4, 289, 16, 392.85, 7.39, 27.1, 
0.14103, 0, 13.92, 0, 0.437, 5.79, 58, 6.32, 4, 289, 16, 396.9, 15.84, 20.3, 
0.05561, 70, 2.24, 0, 0.4, 7.041, 10, 7.8278, 5, 358, 14.8, 371.58, 4.74, 29, 
0.04417, 70, 2.24, 0, 0.4, 6.871, 47.4, 7.8278, 5, 358, 14.8, 390.86, 6.07, 24.8, 
0.09266, 34, 6.09, 0, 0.433, 6.495, 18.4, 5.4917, 7, 329, 16.1, 383.61, 8.67, 26.4, 
0.05515, 33, 2.18, 0, 0.472, 7.236, 41.1, 4.022, 7, 222, 18.4, 393.68, 6.93, 36.1, 
0.05479, 33, 2.18, 0, 0.472, 6.616, 58.1, 3.37, 7, 222, 18.4, 393.36, 8.93, 28.4, 
0.07503, 33, 2.18, 0, 0.472, 7.42, 71.9, 3.0992, 7, 222, 18.4, 396.9, 6.47, 33.4, 
0.04932, 33, 2.18, 0, 0.472, 6.849, 70.3, 3.1827, 7, 222, 18.4, 396.9, 7.53, 28.2, 
0.49298, 0, 9.9, 0, 0.544, 6.635, 82.5, 3.3175, 4, 304, 18.4, 396.9, 4.54, 22.8, 
0.3494, 0, 9.9, 0, 0.544, 5.972, 76.7, 3.1025, 4, 304, 18.4, 396.24, 9.97, 20.3, 
0.79041, 0, 9.9, 0, 0.544, 6.122, 52.8, 2.6403, 4, 304, 18.4, 396.9, 5.98, 22.1, 
0.26169, 0, 9.9, 0, 0.544, 6.023, 90.4, 2.834, 4, 304, 18.4, 396.3, 11.72, 19.4, 
0.26938, 0, 9.9, 0, 0.544, 6.266, 82.8, 3.2628, 4, 304, 18.4, 393.39, 7.9, 21.6, 
0.3692, 0, 9.9, 0, 0.544, 6.567, 87.3, 3.6023, 4, 304, 18.4, 395.69, 9.28, 23.8, 
0.25356, 0, 9.9, 0, 0.544, 5.705, 77.7, 3.945, 4, 304, 18.4, 396.42, 11.5, 16.2, 
0.31827, 0, 9.9, 0, 0.544, 5.914, 83.2, 3.9986, 4, 304, 18.4, 390.7, 18.33, 17.8, 
0.40202, 0, 9.9, 0, 0.544, 6.382, 67.2, 3.5325, 4, 304, 18.4, 395.21, 10.36, 23.1, 
0.47547, 0, 9.9, 0, 0.544, 6.113, 58.8, 4.0019, 4, 304, 18.4, 396.23, 12.73, 21, 
0.1676, 0, 7.38, 0, 0.493, 6.426, 52.3, 4.5404, 5, 287, 19.6, 396.9, 7.2, 23.8, 
0.18159, 0, 7.38, 0, 0.493, 6.376, 54.3, 4.5404, 5, 287, 19.6, 396.9, 6.87, 23.1, 
0.35114, 0, 7.38, 0, 0.493, 6.041, 49.9, 4.7211, 5, 287, 19.6, 396.9, 7.7, 20.4, 
0.28392, 0, 7.38, 0, 0.493, 5.708, 74.3, 4.7211, 5, 287, 19.6, 391.13, 11.74, 18.5, 
0.34109, 0, 7.38, 0, 0.493, 6.415, 40.1, 4.7211, 5, 287, 19.6, 396.9, 6.12, 25, 
0.19186, 0, 7.38, 0, 0.493, 6.431, 14.7, 5.4159, 5, 287, 19.6, 393.68, 5.08, 24.6, 
0.30347, 0, 7.38, 0, 0.493, 6.312, 28.9, 5.4159, 5, 287, 19.6, 396.9, 6.15, 23, 
0.24103, 0, 7.38, 0, 0.493, 6.083, 43.7, 5.4159, 5, 287, 19.6, 396.9, 12.79, 22.2, 
0.06724, 0, 3.24, 0, 0.46, 6.333, 17.2, 5.2146, 4, 430, 16.9, 375.21, 7.34, 22.6, 
0.04544, 0, 3.24, 0, 0.46, 6.144, 32.2, 5.8736, 4, 430, 16.9, 368.57, 9.09, 19.8, 
0.05023, 35, 6.06, 0, 0.4379, 5.706, 28.4, 6.6407, 1, 304, 16.9, 394.02, 12.43, 17.1, 
0.03466, 35, 6.06, 0, 0.4379, 6.031, 23.3, 6.6407, 1, 304, 16.9, 362.25, 7.83, 19.4, 
0.03738, 0, 5.19, 0, 0.515, 6.31, 38.5, 6.4584, 5, 224, 20.2, 389.4, 6.75, 20.7, 
0.03961, 0, 5.19, 0, 0.515, 6.037, 34.5, 5.9853, 5, 224, 20.2, 396.9, 8.01, 21.1, 
0.03041, 0, 5.19, 0, 0.515, 5.895, 59.6, 5.615, 5, 224, 20.2, 394.81, 10.56, 18.5, 
0.03306, 0, 5.19, 0, 0.515, 6.059, 37.3, 4.8122, 5, 224, 20.2, 396.14, 8.51, 20.6, 
0.05497, 0, 5.19, 0, 0.515, 5.985, 45.4, 4.8122, 5, 224, 20.2, 396.9, 9.74, 19, 
0.06151, 0, 5.19, 0, 0.515, 5.968, 58.5, 4.8122, 5, 224, 20.2, 396.9, 9.29, 18.7, 
0.01301, 35, 1.52, 0, 0.442, 7.241, 49.3, 7.0379, 1, 284, 15.5, 394.74, 5.49, 32.7, 
