0.551485746,0.55674567,1.270040358,1.706379414
-0.052330764,-0.819823294,0.76021149,0.919223354
1.517592163,-0.131538812,1.213392706,1.181608707
0.551485746,-0.360966973,1.04344975,0.788030677
0.793012351,-0.131538812,1.156745054,1.312801384
2.121408674,-0.131538812,1.60992627,1.181608707
-1.139200483,-1.278679615,0.420325578,0.656838001
1.759118768,-0.360966973,1.439983314,0.788030677
1.034538955,-1.278679615,1.156745054,0.788030677
1.638355466,1.245030151,1.32668801,1.706379414
0.793012351,0.327317509,0.76021149,1.050416031
0.672249049,-0.819823294,0.873506794,0.919223354
1.155302257,-0.131538812,0.986802098,1.181608707
-0.173094066,-1.278679615,0.703563838,1.050416031
-0.052330764,-0.590395133,0.76021149,1.575186737
0.672249049,0.327317509,0.873506794,1.44399406
0.793012351,-0.131538812,0.986802098,0.788030677
2.242171976,1.703886472,1.666573922,1.312801384
2.242171976,-1.049251454,1.779869226,1.44399406
0.18919584,-1.966964096,0.703563838,0.394452648
1.276065559,0.327317509,1.100097402,1.44399406
-0.293857369,-0.590395133,0.646916186,1.050416031
2.242171976,-0.590395133,1.666573922,1.050416031
0.551485746,-0.819823294,0.646916186,0.788030677
1.034538955,0.55674567,1.100097402,1.181608707
1.638355466,0.327317509,1.270040358,0.788030677
0.430722444,-0.590395133,0.590268534,0.788030677
0.309959142,-0.131538812,0.646916186,0.788030677
0.672249049,-0.590395133,1.04344975,1.181608707
1.638355466,-0.131538812,1.156745054,0.525645324
1.87988207,-0.590395133,1.32668801,0.919223354
2.483698581,1.703886472,1.496630966,1.050416031
0.672249049,-0.590395133,1.04344975,1.312801384
0.551485746,-0.590395133,0.76021149,0.394452648
0.309959142,-1.049251454,1.04344975,0.263259971
2.242171976,-0.131538812,1.32668801,1.44399406
0.551485746,0.78617383,1.04344975,1.575186737
0.672249049,0.097889349,0.986802098,0.788030677
0.18919584,-0.131538812,0.590268534,0.788030677
1.276065559,0.097889349,0.930154446,1.181608707
1.034538955,0.097889349,1.04344975,1.575186737
1.276065559,0.097889349,0.76021149,1.44399406
-0.052330764,-0.819823294,0.76021149,0.919223354
1.155302257,0.327317509,1.213392706,1.44399406
1.034538955,0.55674567,1.100097402,1.706379414
1.034538955,-0.131538812,0.816859142,1.44399406
0.551485746,-1.278679615,0.703563838,0.919223354
0.793012351,-0.131538812,0.816859142,1.050416031
0.430722444,0.78617383,0.930154446,1.44399406
0.068432538,-0.131538812,0.76021149,0.788030677
